"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1991_2020_Average","Percent_NRCS_1991_2020_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_NRCS_1991_2020_Average_Water_Year_Peak","Percent_NRCS_1991_2020_Median_Water_Year_Peak","Percent_of_POR_Average_Water_Year_Peak","Percent_of_POR_Median_Water_Year_Peak","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1991_2020_Average_inches","NRCS_1991_2020_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Bear Saddle","324	","Idaho","SNOTEL","Washington","6180","44.60533","-116.98097","170501241001	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST",,,,,,,,,,,,,,,,"31","32","12","58","2018","2016","9"
"Bear Trap Meadow","325	","Wyoming","SNOTEL","Johnson","8200","43.88743","-107.06135","100902010205	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","12",,,"67","63","92","32","32","-7","17","16","3",,,,"18","19","10","24","2005, 2021","2008, 2009","19"
"Beartooth Lake","326	","Wyoming","SNOTEL","Park","9360","44.94307","-109.56743","100700060206	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST",,,,,,,,,,,,,,,,"47","47","31","77","2019","2018","18"
"Beartown","327	","Colorado","SNOTEL","Mineral","11600","37.71409","-107.51212","130100010104	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","40",,,"100","105","89","51","53","2","60","9","13",,,,"40","38","4","74","2018","2004","21"
"Beaver Ck Village","1041	","Colorado","SNOTEL","Eagle","8500","39.59917","-106.51142","140100030301	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST",,,,,,,,,,,,,,,,"23","22","7","39","2018","2004","18"
"Beaver Creek","328	","Montana","SNOTEL","Gallatin","7850","44.94966","-111.35852","100200070402	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST",,,,,,,,,,,,,,,,"34","34","21","48","2021","2006","19"
"Beaver Dams","329	","Utah","SNOTEL","Sanpete","7990","39.13683","-111.55813","160300040402	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","26",,,"124","118","79","65","68","4","88","3","14",,,,"21","22","5","43","2018","2011","18"
"Beaver Divide","330	","Utah","SNOTEL","Summit","8280","40.61233","-111.09782","160202030105	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","32",,,"123","133","80","70","76","8","85","4","17",,,,"26","24","14","43","2012, 2018, 2021","2006, 2011","21"
"Beaver Head","902	","Arizona","SNOTEL","Greenlee","7990","33.69144","-109.21657","150601010107	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","7",,,"100","100","78","35","39","0","50","11","11",,,,"7","7","0","13","2017, 2018, 2021","2010, 2013","21"
"Beaver Pass","990	","Washington","SNOTEL","Whatcom","3630","48.8793","-121.2555","171100050605	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST",,,,,,,,,,,,,,,,"57","58","24","103","2014","2007","20"
"Beaver Reservoir","331	","Oregon","SNOTEL","Union","5150","45.14532","-118.219","170601040301	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","34",,,"179","170","100","87","87","14","100","1","18","Highest",,,"19","20","12","34","2015, 2018, 2020, more","2022","18"
"Beaver Spring","1143	","Arizona","SNOTEL","Apache","9200","36.32678","-109.05711","140802040401	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","28",,,"165","156","90","78","88","10","100","1","13","Highest",,,"17","18","0","28","2018","2022","13"
"Ben Lomond Peak","332	","Utah","SNOTEL","Weber","7689","41.37603","-111.94405","160201020302	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST",,,,,,,,,,,,,,,,"42","37","16","92","2018","2004","23"
"Ben Lomond Trail","333	","Utah","SNOTEL","Weber","5972","41.38291","-111.92103","160201020302	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","28",,,"85","90","80","45","48","-3","40","13","9",,,,"33","31","15","72","2012, 2018","2004","21"
"Berry Creek","334	","Nevada","SNOTEL","White Pine","9377","39.31917","-114.62278","160600081301	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","37",,,"148","154","90","61","60","13","91","3","22",,,,"25","24","7","53","2018","2005","24"
"Berthoud Summit","335	","Colorado","SNOTEL","Grand","11300","39.80392","-105.77789","140100010202	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","32",,,"91","94","94","43","41","-2","37","13","7",,,,"35","34","20","51","2012","2006","20"
"Bettles FAA Airport","0761	","Alaska","ACIS","Yukon-Koyukuk","640","66.91666","-151.51666","190901012604	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST",,,,,,,,,,,,,,,,"24","21","0","54","2017","1968","68"
"Bettles Field","1182	","Alaska","SNOTEL","Yukon-Koyukuk","640","66.91667","-151.53333","190901012604	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","34",,,"162","155","94","100","97","12","100","1","10","Highest",,,"21","22","3","34","2013","2022","10"
"Bevans Cabin","1214	","Utah","SNOTEL","Tooele","6520","40.46182","-112.25233","160203040401	","January 3, 2022, end of day ","1-04-2022, 08:05 AM MST","16",,,"100","100","89","46","46","0","56","5","5",,,,"16","16","6","26","2018, 2021","2016","10"
