"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1991_2020_Average","Percent_NRCS_1991_2020_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_NRCS_1991_2020_Average_Water_Year_Peak","Percent_NRCS_1991_2020_Median_Water_Year_Peak","Percent_of_POR_Average_Water_Year_Peak","Percent_of_POR_Median_Water_Year_Peak","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1991_2020_Average_inches","NRCS_1991_2020_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Black Flat-U.M. Ck","348	","Utah","SNOTEL","Sevier","9414","38.6799","-111.59765","140700030101	","January 10, 2022, end of day ","1-11-2022, 08:05 AM MST","21",,,"95","100","72","54","52","0","64","9","11",,,,"22","21","11","34","2000","2011","23"
"Black Mesa","1185	","Colorado","SNOTEL","Dolores","11580","37.78972","-108.18365","140300020103	","January 10, 2022, end of day ","1-11-2022, 08:05 AM MST","53",,,"132","139","80","71","75","15","78","3","8",,,,"40","38","19","64","2018","2017","10"
"Black Mountain","1161	","Colorado","SNOTEL","Larimer","8920","40.888","-105.66397","101900070501	","January 10, 2022, end of day ","1-11-2022, 08:05 AM MST","29",,,"121","121","94","56","57","5","82","3","10",,,,"24","24","16","32","2013","2016","12"
"Black Pine","349	","Montana","SNOTEL","Granite","7210","46.414","-113.43095","170102020203	","January 10, 2022, end of day ","1-11-2022, 08:05 AM MST","27",,,"117","117","90","60","63","4","85","4","18",,,,"23","23","14","37","2002","2009","21"
"Blackhall Mtn","1119	","Wyoming","SNOTEL","Carbon","9820","41.05616","-106.71384","101800020504	","January 10, 2022, end of day ","1-11-2022, 08:05 AM MST","74",,,"128","137","91","70","76","20","83","3","11",,,,"58","54","42","79","2013, 2015","2017","13"
"Blacks Fork Jct","1162	","Utah","SNOTEL","Summit","8869","40.95814","-110.5828","140401070303	","January 10, 2022, end of day ","1-11-2022, 08:05 AM MST","22",,,"105","110","88","59","59","2","73","4","8",,,,"21","20","14","34","2018","2017","12"
"Blacktail Mtn","1144	","Montana","SNOTEL","Flathead","5650","47.98288","-114.3543","170102080302	","January 10, 2022, end of day ","1-11-2022, 08:05 AM MST","24",,,"92","100","92","55","50","0","45","7","6",,,,"26","24","18","42","2019","2011","12"
"Blackwall Peak","2G03P	","British Columbia","Cooperator Snow Sensors","	","6345","49.08333","-120.76667","170200070205	","January 10, 2022, end of day ","1-11-2022, 08:05 AM MST",,,,,,,,,,,,,,,,"62","61","41","91","2003","2007","16"
"Blackwater","350	","Wyoming","SNOTEL","Park","9780","44.37667","-109.79333","100800120209	","January 10, 2022, end of day ","1-11-2022, 08:05 AM MST","52",,,"102","100","93","57","60","0","67","6","9",,,,"51","52","39","69","2021","2017","16"
"Blazed Alder","351	","Oregon","SNOTEL","Clackamas","3650","45.4287","-121.85605","170800010102	","January 10, 2022, end of day ","1-11-2022, 08:05 AM MST","75",,,"167","188","79","82","77","35","88","4","22",,,,"45","40","7","104","2014","2008","26"
"Blewett Pass","352	","Washington","SNOTEL","Chelan","4240","47.35037","-120.6796","170200110501	","January 10, 2022, end of day ","1-11-2022, 08:05 AM MST","49",,,"181","188","82","107","100","23","100","1","23","Highest",,,"27","26","10","49","2014","2022","23"
"Blind Bull Sum","353	","Wyoming","SNOTEL","Sublette","8650","42.964","-110.60973","140401010402	","January 10, 2022, end of day ","1-11-2022, 08:05 AM MST","61",,,"122","117","90","72","72","9","90","3","20",,,,"50","52","33","87","2012","2017","22"
"Blind Park","354	","South Dakota","SNOTEL","Pennington","6890","44.10772","-103.97688","101201100104	","January 10, 2022, end of day ","1-11-2022, 08:05 AM MST","7",,,"41","47","88","21","21","-8","6","18","1","Lowest",,,"17","15","7","30","2021, 2022","2009","19"
"Bloody Dick","355	","Montana","SNOTEL","Beaverhead","7600","45.16507","-113.50099","100200011002	","January 10, 2022, end of day ","1-11-2022, 08:05 AM MST","30",,,"111","107","88","64","64","2","59","10","14",,,,"27","28","17","40","2001","2009","23"
"Blue Lakes","356	","California","SNOTEL","Alpine","8067","38.608","-119.92437","180400120101	","January 10, 2022, end of day ","1-11-2022, 08:05 AM MST","51",,,"128","128","70","62","66","11","78","6","14",,,,"40","40","4","92","2012","2005","24"
